,0,1
72,2018-12-03,3.92%
73,2018-11-26,3.72%
74,2018-11-19,16.21%
75,2018-11-12,4.91%
76,2018-11-05,-11.27%
77,2018-10-29,7.31%
78,2018-10-22,
79,2018-05-28,-0.37%
80,2018-05-21,-0.12%
81,2018-05-14,-0.73%
82,2018-05-07,2.29%
83,2018-04-30,-2.6%
84,2018-04-23,-1.57%
85,2018-04-16,4.86%
86,2018-04-09,0.87%
87,2018-04-02,-0.25%
88,2018-03-26,2.26%
89,2018-03-19,-5.65%
90,2018-03-12,-0.12%
91,2018-03-05,-4.0%
92,2018-02-26,-2.22%
93,2018-02-19,6.74%
94,2018-02-12,4.9%
95,2018-02-05,-9.78%
96,2018-01-29,3.87%
97,2018-01-22,-0.49%
98,2018-01-15,-6.31%
99,2018-01-08,0.34%
100,2018-01-01,8.71%
101,2017-12-25,-1.63%
102,2017-12-18,-0.62%
103,2017-12-11,2.82%
104,2017-12-04,-5.05%
0,2017-11-27,
1,2020-11-16,0.13%
2,2020-11-09,10.66%
3,2020-11-02,-8.81%
4,2020-10-26,7.05%
5,2020-10-19,-4.35%
6,2020-10-12,0.67%
7,2020-10-05,8.67%
8,2020-09-28,-6.82%
9,2020-09-21,7.78%
10,2020-09-14,2.86%
11,2020-09-07,-6.98%
12,2020-08-31,-1.88%
13,2020-08-24,
14,2020-06-01,3.4%
15,2020-05-25,6.34%
16,2020-05-18,-5.76%
17,2020-05-11,12.32%
18,2020-05-04,-21.35%
19,2020-04-27,-12.47%
20,2020-04-20,1.58%
21,2020-04-13,17.3%
22,2020-04-06,-24.33%
23,2020-03-30,15.66%
24,2020-03-23,-9.51%
25,2020-03-16,4.24%
26,2020-03-09,-8.85%
27,2020-03-02,5.89%
28,2020-02-24,6.91%
29,2020-02-17,-19.72%
30,2020-02-10,7.95%
31,2020-02-03,1.47%
32,2020-01-27,2.35%
33,2020-01-20,3.72%
34,2020-01-13,-14.32%
35,2020-01-06,-0.2%
36,2019-12-30,-1.39%
37,2019-12-23,
38,2019-12-09,2.04%
39,2019-12-02,-1.85%
40,2019-11-25,-28.12%
41,2019-11-18,1.95%
42,2019-11-11,5.23%
43,2019-11-04,-8.57%
44,2019-10-28,8.77%
45,2019-10-21,0.96%
46,2019-10-14,9.71%
47,2019-10-07,-1.51%
48,2019-09-30,-3.6%
49,2019-09-23,4.09%
50,2019-09-16,-13.86%
51,2019-09-09,-3.0%
52,2019-09-02,
53,2019-05-27,-6.68%
54,2019-05-20,-3.84%
55,2019-05-13,-0.62%
56,2019-05-06,8.45%
57,2019-04-29,-1.74%
58,2019-04-22,-0.39%
59,2019-04-15,1.31%
60,2019-04-08,-5.97%
61,2019-04-01,-6.01%
62,2019-03-25,0.83%
63,2019-03-18,1.67%
64,2019-03-11,4.84%
65,2019-03-04,-3.31%
66,2019-02-25,-0.86%
67,2019-02-18,4.88%
68,2019-02-11,-1.67%
69,2019-02-04,-4.55%
70,2019-01-28,-2.29%
71,2019-01-21,5.19%
72,2019-01-14,3.36%
73,2019-01-07,4.25%
74,2018-12-31,-5.25%
75,2018-12-24,1.28%
76,2018-12-17,1.68%
77,2018-12-10,7.25%
78,2018-12-03,3.27%
79,2018-11-26,-9.54%
80,2018-11-19,2.28%
81,2018-11-12,-1.37%
82,2018-11-05,1.35%
83,2018-10-29,5.76%
84,2018-10-22,
85,2018-05-28,-15.36%
86,2018-05-21,6.66%
87,2018-05-14,-8.13%
88,2018-05-07,10.28%
89,2018-04-30,-14.19%
90,2018-04-23,3.59%
91,2018-04-16,-11.8%
92,2018-04-09,-0.69%
93,2018-04-02,2.07%
94,2018-03-26,5.07%
95,2018-03-19,-6.23%
96,2018-03-12,6.42%
97,2018-03-05,-2.09%
98,2018-02-26,-7.6%
99,2018-02-19,8.7%
100,2018-02-12,0.89%
101,2018-02-05,-3.6%
102,2018-01-29,-3.48%
103,2018-01-22,-4.34%
104,2018-01-15,6.71%
105,2018-01-08,5.47%
106,2018-01-01,0.0%
107,2017-12-25,-7.0%
108,2017-12-18,7.11%
109,2017-12-11,-4.44%
110,2017-12-04,-3.67%
0,2017-11-27,
1,2020-11-16,4.55%
2,2020-11-09,7.94%
3,2020-11-02,4.02%
4,2020-10-26,-6.19%
5,2020-10-19,9.59%
6,2020-10-12,-9.15%
7,2020-10-05,2.1%
8,2020-09-28,-10.7%
9,2020-09-21,16.52%
10,2020-09-14,-16.21%
11,2020-09-07,2.17%
12,2020-08-31,4.26%
13,2020-08-24,
14,2020-06-01,5.87%
15,2020-05-25,-7.17%
16,2020-05-18,-1.45%
17,2020-05-11,11.17%
18,2020-05-04,-13.23%
19,2020-04-27,2.85%
20,2020-04-20,-7.04%
21,2020-04-13,-4.93%
22,2020-04-06,-0.52%
23,2020-03-30,-2.34%
24,2020-03-23,13.71%
25,2020-03-16,0.29%
26,2020-03-09,-3.24%
27,2020-03-02,-5.43%
28,2020-02-24,-0.81%
29,2020-02-17,-16.67%
30,2020-02-10,19.82%
31,2020-02-03,1.72%
32,2020-01-27,-21.64%
33,2020-01-20,4.33%
34,2020-01-13,-4.52%
35,2020-01-06,-5.53%
36,2019-12-30,10.93%
37,2019-12-23,-10.74%
38,2019-12-16,9.93%
39,2019-12-09,-3.33%
40,2019-12-02,6.45%
41,2019-11-25,-9.55%
42,2019-11-18,4.12%
43,2019-11-11,-13.13%
44,2019-11-04,-0.89%
45,2019-10-28,4.2%
46,2019-10-21,-6.7%
47,2019-10-14,2.81%
48,2019-10-07,-5.79%
49,2019-09-30,-4.42%
50,2019-09-23,2.82%
51,2019-09-16,11.83%
52,2019-09-09,-5.18%
53,2019-09-02,
54,2019-05-27,1.12%
55,2019-05-20,-1.32%
56,2019-05-13,-7.84%
57,2019-05-06,0.17%
58,2019-04-29,3.12%
59,2019-04-22,1.25%
60,2019-04-15,0.0%
61,2019-04-08,2.72%
62,2019-04-01,-8.75%
63,2019-03-25,-4.97%
64,2019-03-18,7.99%
65,2019-03-11,-10.46%
66,2019-03-04,13.32%
67,2019-02-25,0.56%
68,2019-02-18,-14.9%
69,2019-02-11,3.73%
70,2019-02-04,3.2%
71,2019-01-28,6.96%
72,2019-01-21,-7.85%
73,2019-01-14,11.44%
74,2019-01-07,
75,2018-12-24,-6.45%
76,2018-12-17,-4.77%
77,2018-12-10,10.68%
78,2018-12-03,2.94%
79,2018-11-26,11.11%
80,2018-11-19,3.64%
81,2018-11-12,-16.75%
82,2018-11-05,12.53%
83,2018-10-29,-12.24%
84,2018-10-22,
85,2018-05-28,-11.61%
86,2018-05-21,-3.65%
87,2018-05-14,6.16%
88,2018-05-07,4.32%
89,2018-04-30,-9.61%
90,2018-04-23,-5.37%
91,2018-04-16,-4.41%
92,2018-04-09,5.2%
93,2018-04-02,-9.26%
94,2018-03-26,-0.31%
95,2018-03-19,5.32%
96,2018-03-12,-5.12%
97,2018-03-05,0.31%
98,2018-02-26,7.1%
99,2018-02-19,-4.24%
100,2018-02-12,-5.7%
101,2018-02-05,1.39%
102,2018-01-29,-2.66%
103,2018-01-22,3.96%
104,2018-01-15,7.61%
105,2018-01-08,-9.26%
106,2018-01-01,6.12%
107,2017-12-25,-8.53%
108,2017-12-18,11.56%
109,2017-12-11,-2.79%
110,2017-12-04,-10.51%
0,2017-11-27,
1,2020-11-09,-2.72%
2,2020-11-02,-11.54%
3,2020-10-26,14.01%
4,2020-10-19,9.52%
5,2020-10-12,-0.28%
6,2020-10-05,-7.46%
7,2020-09-28,-1.8%
8,2020-09-21,3.03%
9,2020-09-14,5.99%
10,2020-09-07,5.82%
11,2020-08-31,0.59%
12,2020-08-24,-18.05%
13,2020-08-17,0.0%
14,2020-08-10,11.78%
15,2020-08-03,9.38%
16,2020-07-27,-4.08%
17,2020-07-20,23.8%
18,2020-07-13,6.32%
19,2020-07-06,8.86%
20,2020-06-29,-24.54%
0,2020-06-22,
1,2020-11-16,14.6%
2,2020-11-09,0.0%
3,2020-11-02,-1.07%
4,2020-10-26,7.4%
5,2020-10-19,-5.48%
6,2020-10-12,15.37%
7,2020-10-05,-4.86%
8,2020-09-28,-14.63%
9,2020-09-21,6.81%
10,2020-09-14,-9.13%
11,2020-09-07,17.99%
12,2020-08-31,-1.79%
13,2020-08-24,-3.26%
14,2020-08-17,2.43%
15,2020-08-10,-0.75%
16,2020-08-03,-1.23%
17,2020-07-27,36.34%
18,2020-07-20,-1.15%
19,2020-07-13,-2.27%
20,2020-07-06,11.85%
21,2020-06-29,-28.57%
0,2020-06-22,
1,2020-11-16,10.53%
2,2020-11-09,22.79%
3,2020-11-02,
4,2020-08-03,-2.05%
5,2020-07-27,10.53%
6,2020-07-20,8.96%
7,2020-07-13,0.62%
8,2020-07-06,12.38%
9,2020-06-29,-10.6%
10,2020-06-22,
11,2019-08-12,-1.4%
12,2019-08-05,5.07%
13,2019-07-29,-44.17%
14,2019-07-22,16.5%
15,2019-07-15,-23.39%
16,2019-07-08,-23.2%
17,2019-07-01,20.95%
18,2019-06-24,-14.77%
19,2019-06-17,27.19%
20,2019-06-10,
21,2018-08-27,-5.41%
22,2018-08-20,-8.97%
23,2018-08-13,10.29%
24,2018-08-06,1.97%
25,2018-07-30,-28.09%
26,2018-07-23,-7.83%
27,2018-07-16,-7.99%
28,2018-07-09,2.47%
29,2018-07-02,-14.02%
30,2018-06-25,21.37%
31,2018-06-18,4.87%
32,2018-06-11,-15.09%
33,2018-06-04,-8.2%
0,2018-05-28,
1,2020-11-16,-15.07%
2,2020-11-09,-5.43%
3,2020-11-02,
4,2020-08-03,3.41%
5,2020-07-27,-19.79%
6,2020-07-20,21.83%
7,2020-07-13,-9.43%
8,2020-07-06,42.07%
9,2020-06-29,-13.1%
10,2020-06-22,-8.42%
11,2020-06-15,
12,2019-08-12,24.46%
13,2019-08-05,-1.9%
14,2019-07-29,-60.75%
15,2019-07-22,1.74%
16,2019-07-15,26.04%
17,2019-07-08,-80.8%
18,2019-07-01,16.81%
19,2019-06-24,-30.85%
20,2019-06-17,-2.85%
21,2019-06-10,
22,2018-08-27,-22.57%
23,2018-08-20,6.14%
24,2018-08-13,5.38%
25,2018-08-06,26.02%
26,2018-07-30,-48.35%
27,2018-07-23,-20.74%
28,2018-07-16,6.75%
29,2018-07-09,1.64%
30,2018-07-02,-22.41%
31,2018-06-25,18.58%
32,2018-06-18,18.46%
33,2018-06-11,-48.15%
34,2018-06-04,11.94%
0,2018-05-28,
1,2020-11-16,9.41%
2,2020-11-09,18.22%
3,2020-11-02,
4,2020-08-03,8.11%
5,2020-07-27,2.39%
6,2020-07-20,-4.65%
7,2020-07-13,3.74%
8,2020-07-06,12.62%
9,2020-06-29,-18.61%
10,2020-06-22,-17.8%
11,2020-06-15,
12,2019-08-12,-4.65%
13,2019-08-05,17.28%
14,2019-07-29,-7.16%
15,2019-07-22,3.34%
16,2019-07-15,-6.34%
17,2019-07-08,-31.98%
18,2019-07-01,10.68%
19,2019-06-24,-9.2%
20,2019-06-17,25.89%
21,2019-06-10,
22,2018-08-27,6.13%
23,2018-08-20,-15.58%
24,2018-08-13,6.3%
25,2018-08-06,2.09%
26,2018-07-30,-20.38%
27,2018-07-23,-13.78%
28,2018-07-16,-0.17%
29,2018-07-09,-14.16%
30,2018-07-02,
31,2018-06-18,32.17%
32,2018-06-11,-15.98%
33,2018-06-04,-26.89%
0,2018-05-28,
1,2020-10-12,10.45%
2,2020-10-05,-11.67%
3,2020-09-28,3.48%
4,2020-09-21,1.81%
5,2020-09-14,-13.6%
6,2020-09-07,-13.92%
7,2020-08-31,
8,2020-08-03,7.14%
9,2020-07-27,3.3%
10,2020-07-20,27.5%
11,2020-07-13,-0.94%
12,2020-07-06,5.59%
13,2020-06-29,8.88%
14,2020-06-22,-2.89%
15,2020-06-15,24.91%
16,2020-06-08,-33.18%
17,2020-06-01,7.37%
18,2020-05-25,27.27%
19,2020-05-18,-22.92%
20,2020-05-11,14.83%
21,2020-05-04,-50.75%
22,2020-04-27,
23,2019-12-09,-8.91%
24,2019-12-02,-24.56%
25,2019-11-25,11.71%
26,2019-11-18,-2.91%
27,2019-11-11,-14.15%
28,2019-11-04,3.86%
29,2019-10-28,-8.6%
30,2019-10-21,2.37%
31,2019-10-14,14.05%
32,2019-10-07,39.94%
33,2019-09-30,-61.78%
34,2019-09-23,-18.45%
35,2019-09-16,20.77%
36,2019-09-09,-5.52%
37,2019-09-02,-0.65%
38,2019-08-26,36.69%
39,2019-08-19,1.54%
40,2019-08-12,15.1%
41,2019-08-05,-33.74%
42,2019-07-29,-21.1%
43,2019-07-22,20.08%
44,2019-07-15,-5.21%
45,2019-07-08,10.36%
46,2019-07-01,-18.59%
47,2019-06-24,2.54%
48,2019-06-17,-6.09%
49,2019-06-10,-12.3%
50,2019-06-03,-11.68%
51,2019-05-27,1.31%
52,2019-05-20,21.85%
53,2019-05-13,-38.56%
54,2019-05-06,-22.02%
55,2019-04-29,
56,2018-11-19,-5.0%
57,2018-11-12,
58,2018-10-15,-1.76%
59,2018-10-08,-17.32%
60,2018-10-01,8.49%
61,2018-09-24,-8.06%
62,2018-09-17,-83.21%
63,2018-09-10,19.55%
64,2018-09-03,
65,2018-07-30,28.31%
66,2018-07-23,-75.72%
67,2018-07-16,0.0%
68,2018-07-09,36.7%
69,2018-07-02,-9.45%
70,2018-06-25,8.63%
71,2018-06-18,-15.64%
72,2018-06-11,9.86%
73,2018-06-04,-8.44%
74,2018-05-28,-8.07%
75,2018-05-21,12.8%
76,2018-05-14,-30.58%
0,2018-05-07,
1,2020-10-12,0.0%
2,2020-10-05,-15.71%
3,2020-09-28,-34.07%
4,2020-09-21,-19.42%
5,2020-09-14,20.59%
6,2020-09-07,3.05%
7,2020-08-31,
8,2020-08-03,-5.42%
9,2020-07-27,9.78%
10,2020-07-20,12.74%
11,2020-07-13,-13.51%
12,2020-07-06,27.06%
13,2020-06-29,11.32%
14,2020-06-22,-0.59%
15,2020-06-15,15.93%
16,2020-06-08,-18.95%
17,2020-06-01,24.19%
18,2020-05-25,-18.68%
19,2020-05-18,14.1%
20,2020-05-11,-6.87%
21,2020-05-04,-8.93%
22,2020-04-27,
23,2019-12-09,8.64%
24,2019-12-02,-7.57%
25,2019-11-25,8.54%
26,2019-11-18,-16.76%
27,2019-11-11,7.53%
28,2019-11-04,-2.8%
29,2019-10-28,8.66%
30,2019-10-21,0.0%
31,2019-10-14,0.27%
32,2019-10-07,24.46%
33,2019-09-30,-25.54%
34,2019-09-23,-16.91%
35,2019-09-16,-0.98%
36,2019-09-09,22.82%
37,2019-09-02,-0.31%
38,2019-08-26,38.56%
39,2019-08-19,30.1%
40,2019-08-12,-8.03%
41,2019-08-05,-162.16%
42,2019-07-29,17.01%
43,2019-07-22,20.81%
44,2019-07-15,-7.45%
45,2019-07-08,-35.4%
46,2019-07-01,13.48%
47,2019-06-24,11.84%
48,2019-06-17,10.25%
49,2019-06-10,-11.42%
50,2019-06-03,-20.14%
51,2019-05-27,8.53%
52,2019-05-20,-9.0%
53,2019-05-13,-15.34%
54,2019-05-06,-10.74%
55,2019-04-29,
56,2018-11-19,12.64%
57,2018-11-12,
58,2018-10-15,-16.94%
59,2018-10-08,10.0%
60,2018-10-01,-20.31%
61,2018-09-24,-7.01%
62,2018-09-17,-41.37%
63,2018-09-10,1.26%
64,2018-09-03,
65,2018-07-30,0.47%
66,2018-07-23,-53.19%
67,2018-07-16,-0.46%
68,2018-07-09,16.74%
69,2018-07-02,-4.98%
70,2018-06-25,13.71%
71,2018-06-18,7.94%
72,2018-06-11,3.98%
73,2018-06-04,8.53%
74,2018-05-28,-1.76%
75,2018-05-21,0.74%
76,2018-05-14,-4.24%
0,2018-05-07,
1,2020-10-12,24.14%
2,2020-10-05,-26.36%
3,2020-09-28,33.45%
4,2020-09-21,-36.76%
5,2020-09-14,25.3%
6,2020-09-07,-20.63%
7,2020-08-31,
8,2020-08-03,3.16%
9,2020-07-27,4.27%
10,2020-07-20,46.98%
11,2020-07-13,-39.6%
12,2020-07-06,44.68%
13,2020-06-29,-0.64%
14,2020-06-22,13.38%
15,2020-06-15,-25.74%
16,2020-06-08,-25.15%
17,2020-06-01,14.02%
18,2020-05-25,16.3%
19,2020-05-18,9.74%
20,2020-05-11,-25.9%
21,2020-05-04,-45.71%
22,2020-04-27,
23,2019-12-09,23.04%
24,2019-12-02,-12.43%
25,2019-11-25,-19.1%
26,2019-11-18,-9.7%
27,2019-11-11,0.77%
28,2019-11-04,18.22%
29,2019-10-28,-21.33%
30,2019-10-21,9.38%
31,2019-10-14,22.84%
32,2019-10-07,30.17%
33,2019-09-30,-140.8%
34,2019-09-23,29.24%
35,2019-09-16,-7.51%
36,2019-09-09,-15.72%
37,2019-09-02,35.09%
38,2019-08-26,-7.56%
39,2019-08-19,5.95%
40,2019-08-12,14.37%
41,2019-08-05,-11.41%
42,2019-07-29,2.41%
43,2019-07-22,14.81%
44,2019-07-15,-11.59%
45,2019-07-08,0.0%
46,2019-07-01,26.62%
47,2019-06-24,-38.05%
48,2019-06-17,-24.36%
49,2019-06-10,31.96%
50,2019-06-03,-30.3%
51,2019-05-27,-46.51%
52,2019-05-20,8.33%
53,2019-05-13,-11.26%
54,2019-05-06,-33.85%
55,2019-04-29,
56,2018-11-19,-4.4%
57,2018-11-12,
58,2018-10-15,-2.04%
59,2018-10-08,25.6%
60,2018-10-01,3.23%
61,2018-09-24,-56.11%
62,2018-09-17,-32.03%
63,2018-09-10,34.5%
64,2018-09-03,
65,2018-07-30,12.81%
66,2018-07-23,-51.97%
67,2018-07-16,30.66%
68,2018-07-09,36.39%
69,2018-07-02,18.18%
70,2018-06-25,1.31%
71,2018-06-18,-69.54%
72,2018-06-11,-2.73%
73,2018-06-04,28.14%
74,2018-05-28,-51.32%
75,2018-05-21,4.9%
76,2018-05-14,-38.24%
0,2018-05-07,
1,2018-01-01,2.86%
2,2017-12-25,-5.56%
3,2017-12-18,-0.93%
4,2017-12-11,-4.15%
5,2017-12-04,11.65%
0,2017-11-27,
1,2020-06-22,-3.91%
2,2020-06-15,5.14%
3,2020-06-08,7.94%
4,2020-06-01,-9.41%
5,2020-05-25,-16.49%
6,2020-05-18,-18.15%
7,2020-05-11,7.29%
8,2020-05-04,-0.56%
9,2020-04-27,-3.35%
10,2020-04-20,14.59%
11,2020-04-13,-5.06%
12,2020-04-06,-14.46%
13,2020-03-30,18.42%
14,2020-03-23,-16.77%
15,2020-03-16,-0.55%
16,2020-03-09,5.22%
17,2020-03-02,9.86%
18,2020-02-24,-13.5%
19,2020-02-17,-1.13%
20,2020-02-10,0.84%
21,2020-02-03,-7.91%
22,2020-01-27,-4.45%
23,2020-01-20,22.06%
24,2020-01-13,-26.05%
25,2020-01-06,6.89%
26,2019-12-30,14.79%
27,2019-12-23,-10.93%
28,2019-12-16,8.7%
29,2019-12-09,-21.59%
30,2019-12-02,2.87%
31,2019-11-25,
32,2019-11-11,-13.23%
33,2019-11-04,9.69%
34,2019-10-28,-17.67%
35,2019-10-21,5.9%
36,2019-10-14,9.69%
37,2019-10-07,4.1%
38,2019-09-30,-13.16%
39,2019-09-23,9.3%
40,2019-09-16,-0.32%
41,2019-09-09,-4.15%
42,2019-09-02,-8.28%
43,2019-08-26,8.5%
44,2019-08-19,-6.81%
45,2019-08-12,14.78%
46,2019-08-05,-36.39%
47,2019-07-29,-3.99%
48,2019-07-22,3.6%
49,2019-07-15,0.25%
50,2019-07-08,-5.24%
51,2019-07-01,4.5%
52,2019-06-24,-33.5%
53,2019-06-17,-4.28%
54,2019-06-10,10.7%
55,2019-06-03,2.59%
56,2019-05-27,-10.25%
57,2019-05-20,10.41%
58,2019-05-13,-9.96%
59,2019-05-06,-7.36%
60,2019-04-29,13.01%
61,2019-04-22,-0.2%
62,2019-04-15,-17.14%
63,2019-04-08,0.52%
64,2019-04-01,11.07%
65,2019-03-25,-5.06%
66,2019-03-18,9.07%
67,2019-03-11,-0.41%
68,2019-03-04,-3.25%
69,2019-02-25,-2.95%
70,2019-02-18,-8.78%
71,2019-02-11,7.54%
72,2019-02-04,-8.73%
73,2019-01-28,7.5%
74,2019-01-21,7.17%
75,2019-01-14,-1.83%
76,2019-01-07,-5.99%
77,2018-12-31,-0.19%
78,2018-12-24,0.19%
79,2018-12-17,6.59%
80,2018-12-10,-4.84%
81,2018-12-03,-3.85%
82,2018-11-26,-8.7%
83,2018-11-19,5.11%
84,2018-11-12,9.34%
85,2018-11-05,-3.37%
86,2018-10-29,1.34%
87,2018-10-22,-10.1%
88,2018-10-15,13.58%
89,2018-10-08,-12.24%
90,2018-10-01,3.27%
91,2018-09-24,4.14%
92,2018-09-17,-14.12%
93,2018-09-10,
94,2018-08-27,-1.58%
95,2018-08-20,0.0%
96,2018-08-13,8.84%
97,2018-08-06,-11.03%
98,2018-07-30,10.27%
99,2018-07-23,-7.44%
100,2018-07-16,-2.84%
101,2018-07-09,-4.84%
102,2018-07-02,10.54%
103,2018-06-25,-6.08%
104,2018-06-18,-5.21%
105,2018-06-11,6.44%
106,2018-06-04,-11.29%
107,2018-05-28,6.18%
108,2018-05-21,4.22%
109,2018-05-14,-6.53%
110,2018-05-07,5.3%
111,2018-04-30,-7.52%
112,2018-04-23,1.63%
113,2018-04-16,4.13%
114,2018-04-09,-8.45%
115,2018-04-02,6.68%
116,2018-03-26,3.92%
117,2018-03-19,-14.18%
118,2018-03-12,11.8%
119,2018-03-05,0.53%
120,2018-02-26,-4.25%
121,2018-02-19,-8.83%
122,2018-02-12,9.67%
123,2018-02-05,-0.69%
124,2018-01-29,-10.46%
125,2018-01-22,-1.09%
126,2018-01-15,4.61%
127,2018-01-08,-4.99%
128,2018-01-01,7.52%
129,2017-12-25,-4.81%
130,2017-12-18,3.96%
131,2017-12-11,-4.61%
132,2017-12-04,-0.94%
0,2017-11-27,
1,2020-06-15,-16.18%
2,2020-06-08,8.23%
3,2020-06-01,-13.1%
4,2020-05-25,20.73%
5,2020-05-18,-10.0%
6,2020-05-11,-8.04%
7,2020-05-04,
8,2020-04-20,-1.62%
9,2020-04-13,20.45%
10,2020-04-06,-32.13%
11,2020-03-30,7.29%
12,2020-03-23,16.72%
13,2020-03-16,-3.94%
14,2020-03-09,-20.83%
15,2020-03-02,19.12%
16,2020-02-24,-29.84%
17,2020-02-17,0.9%
18,2020-02-10,21.99%
19,2020-02-03,-13.9%
20,2020-01-27,-5.76%
21,2020-01-20,-15.06%
22,2020-01-13,2.23%
23,2020-01-06,0.28%
24,2019-12-30,4.0%
25,2019-12-23,6.25%
26,2019-12-16,-24.76%
27,2019-12-09,5.6%
28,2019-12-02,10.78%
29,2019-11-25,-11.78%
30,2019-11-18,-3.24%
31,2019-11-11,14.4%
32,2019-11-04,-19.57%
33,2019-10-28,9.97%
34,2019-10-21,11.93%
35,2019-10-14,-23.87%
36,2019-10-07,19.27%
37,2019-09-30,-12.9%
38,2019-09-23,11.71%
39,2019-09-16,-24.6%
40,2019-09-09,0.52%
41,2019-09-02,18.54%
42,2019-08-26,0.32%
43,2019-08-19,-5.79%
44,2019-08-12,-14.59%
45,2019-08-05,7.69%
46,2019-07-29,4.31%
47,2019-07-22,-13.81%
48,2019-07-15,-5.8%
49,2019-07-08,-3.24%
50,2019-07-01,4.35%
51,2019-06-24,6.82%
52,2019-06-17,-49.59%
53,2019-06-10,-0.72%
54,2019-06-03,-1.26%
55,2019-05-27,4.44%
56,2019-05-20,7.62%
57,2019-05-13,-0.2%
58,2019-05-06,-5.82%
59,2019-04-29,-7.4%
60,2019-04-22,-1.41%
61,2019-04-15,14.29%
62,2019-04-08,-10.57%
63,2019-04-01,4.78%
64,2019-03-25,1.35%
65,2019-03-18,-8.81%
66,2019-03-11,-2.7%
67,2019-03-04,2.8%
68,2019-02-25,2.88%
69,2019-02-18,0.93%
70,2019-02-11,1.87%
71,2019-02-04,-4.01%
72,2019-01-28,7.34%
73,2019-01-21,-11.09%
74,2019-01-14,12.12%
75,2019-01-07,-4.26%
76,2018-12-31,4.28%
77,2018-12-24,-10.77%
78,2018-12-17,1.65%
79,2018-12-10,-1.87%
80,2018-12-03,5.49%
81,2018-11-26,-13.76%
82,2018-11-19,1.7%
83,2018-11-12,1.56%
84,2018-11-05,6.69%
85,2018-10-29,-3.21%
86,2018-10-22,-2.93%
87,2018-10-15,6.04%
88,2018-10-08,-7.94%
89,2018-10-01,-1.75%
90,2018-09-24,2.93%
91,2018-09-17,4.43%
92,2018-09-10,-0.93%
93,2018-09-03,-3.49%
94,2018-08-27,2.66%
95,2018-08-20,4.38%
96,2018-08-13,-8.59%
97,2018-08-06,0.35%
98,2018-07-30,5.11%
99,2018-07-23,-5.02%
100,2018-07-16,8.14%
101,2018-07-09,-13.1%
102,2018-07-02,0.51%
103,2018-06-25,3.77%
104,2018-06-18,-3.74%
105,2018-06-11,6.17%
106,2018-06-04,3.47%
107,2018-05-28,-8.71%
108,2018-05-21,1.22%
109,2018-05-14,0.35%
110,2018-05-07,5.13%
111,2018-04-30,2.05%
112,2018-04-23,-3.24%
113,2018-04-16,-11.44%
114,2018-04-09,-1.99%
115,2018-04-02,12.01%
116,2018-03-26,-11.99%
117,2018-03-19,8.24%
118,2018-03-12,-3.41%
119,2018-03-05,-3.13%
120,2018-02-26,-3.2%
121,2018-02-19,8.81%
122,2018-02-12,-2.15%
123,2018-02-05,-3.5%
124,2018-01-29,-3.72%
125,2018-01-22,5.22%
126,2018-01-15,5.34%
127,2018-01-08,2.55%
128,2018-01-01,-11.19%
129,2017-12-25,8.72%
130,2017-12-18,1.1%
131,2017-12-11,1.67%
132,2017-12-04,-0.38%
0,2017-11-27,
1,2020-06-22,2.4%
2,2020-06-15,-25.26%
3,2020-06-08,9.24%
4,2020-06-01,10.49%
5,2020-05-25,-2.76%
6,2020-05-18,-19.46%
7,2020-05-11,13.2%
8,2020-05-04,10.03%
9,2020-04-27,-2.16%
10,2020-04-20,-19.72%
11,2020-04-13,20.29%
12,2020-04-06,-13.65%
13,2020-03-30,10.71%
14,2020-03-23,-31.27%
15,2020-03-16,18.84%
16,2020-03-09,-3.07%
17,2020-03-02,-5.3%
18,2020-02-24,-16.98%
19,2020-02-17,19.62%
20,2020-02-10,-8.7%
21,2020-02-03,10.15%
22,2020-01-27,-11.64%
23,2020-01-20,-2.45%
24,2020-01-13,-10.78%
25,2020-01-06,-2.16%
26,2019-12-30,20.37%
27,2019-12-23,-24.25%
28,2019-12-16,8.29%
29,2019-12-09,-4.37%
30,2019-12-02,9.78%
31,2019-11-25,-3.1%
32,2019-11-18,-9.61%
33,2019-11-11,16.71%
34,2019-11-04,-0.33%
35,2019-10-28,-8.52%
36,2019-10-21,
37,2019-10-07,0.0%
38,2019-09-30,0.54%
39,2019-09-23,8.09%
40,2019-09-16,-9.09%
41,2019-09-09,5.91%
42,2019-09-02,13.14%
43,2019-08-26,-12.83%
44,2019-08-19,-3.79%
45,2019-08-12,4.49%
46,2019-08-05,-5.59%
47,2019-07-29,-14.76%
48,2019-07-22,-3.4%
49,2019-07-15,-0.7%
50,2019-07-08,-13.05%
51,2019-07-01,8.04%
52,2019-06-24,-10.76%
53,2019-06-17,2.23%
54,2019-06-10,0.41%
55,2019-06-03,4.16%
56,2019-05-27,-0.65%
57,2019-05-20,-6.47%
58,2019-05-13,6.88%
59,2019-05-06,6.96%
60,2019-04-29,0.23%
61,2019-04-22,-17.56%
62,2019-04-15,15.74%
63,2019-04-08,-14.42%
64,2019-04-01,6.61%
65,2019-03-25,8.41%
66,2019-03-18,-11.11%
67,2019-03-11,3.26%
68,2019-03-04,-9.66%
69,2019-02-25,0.2%
70,2019-02-18,-7.39%
71,2019-02-11,2.87%
72,2019-02-04,-1.97%
73,2019-01-28,-1.54%
74,2019-01-21,2.09%
75,2019-01-14,-6.21%
