,0,1
85,2018-07-02,23.26%
86,2018-06-25,-24.24%
87,2018-06-18,17.07%
88,2018-06-11,-17.65%
89,2018-06-04,26.67%
90,2018-05-28,-35.23%
91,2018-05-21,27.31%
92,2018-05-14,-48.55%
93,2018-05-07,-1.17%
94,2018-04-30,8.08%
95,2018-04-23,12.97%
96,2018-04-16,-25.48%
97,2018-04-09,36.02%
98,2018-04-02,-30.54%
99,2018-03-26,-1.38%
100,2018-03-19,7.69%
101,2018-03-12,-0.49%
102,2018-03-05,17.56%
103,2018-02-26,-31.95%
104,2018-02-19,8.52%
105,2018-02-12,-17.65%
106,2018-02-05,-2.08%
107,2018-01-29,25.71%
108,2018-01-22,-19.23%
109,2018-01-15,-11.52%
110,2018-01-08,19.83%
111,2018-01-01,-23.71%
112,2017-12-25,-10.0%
113,2017-12-18,25.0%
114,2017-12-11,-10.61%
115,2017-12-04,14.16%
0,2017-11-27,
1,2020-11-09,16.9%
2,2020-11-02,25.6%
3,2020-10-26,-30.13%
4,2020-10-19,-22.23%
5,2020-10-12,14.42%
6,2020-10-05,-21.35%
7,2020-09-28,60.29%
8,2020-09-21,64.84%
9,2020-09-14,5.2%
10,2020-09-07,-23.17%
11,2020-08-31,16.83%
12,2020-08-24,1.79%
13,2020-08-17,3.64%
14,2020-08-10,-13.21%
15,2020-08-03,-2.22%
16,2020-07-27,10.33%
17,2020-07-20,-46.06%
18,2020-07-13,26.97%
19,2020-07-06,0.57%
20,2020-06-29,-22.29%
21,2020-06-22,
22,2020-04-27,
23,2020-04-06,12.66%
24,2020-03-30,6.28%
25,2020-03-23,-2.06%
26,2020-03-16,15.15%
27,2020-03-09,-14.88%
28,2020-03-02,0.0%
29,2020-02-24,-32.12%
30,2020-02-17,-0.39%
31,2020-02-10,37.11%
32,2020-02-03,-20.5%
33,2020-01-27,-17.01%
34,2020-01-20,
35,2019-11-25,19.35%
36,2019-11-18,-39.43%
37,2019-11-11,
38,2019-09-09,7.48%
39,2019-09-02,1.52%
40,2019-08-26,-23.08%
41,2019-08-19,20.0%
42,2019-08-12,
43,2019-02-04,-43.35%
44,2019-01-28,-2.42%
45,2019-01-21,-4.33%
46,2019-01-14,-0.75%
47,2019-01-07,7.87%
48,2018-12-31,28.05%
49,2018-12-24,-34.46%
50,2018-12-17,24.79%
51,2018-12-10,-46.93%
52,2018-12-03,21.67%
53,2018-11-26,-9.22%
54,2018-11-19,5.78%
55,2018-11-12,7.08%
56,2018-11-05,9.64%
57,2018-10-29,-40.45%
58,2018-10-22,10.8%
59,2018-10-15,-3.59%
60,2018-10-08,26.84%
61,2018-10-01,-9.47%
62,2018-09-24,-40.0%
63,2018-09-17,22.39%
64,2018-09-10,-7.46%
65,2018-09-03,-5.56%
66,2018-08-27,-1.75%
67,2018-08-20,19.4%
68,2018-08-13,-27.27%
69,2018-08-06,-7.56%
70,2018-07-30,29.69%
71,2018-07-23,0.56%
72,2018-07-16,-35.2%
73,2018-07-09,24.38%
74,2018-07-02,-33.33%
75,2018-06-25,-6.15%
76,2018-06-18,18.53%
77,2018-06-11,1.42%
78,2018-06-04,-15.87%
79,2018-05-28,0.0%
80,2018-05-21,23.24%
81,2018-05-14,-11.35%
82,2018-05-07,-6.31%
83,2018-04-30,5.94%
84,2018-04-23,9.71%
85,2018-04-16,-17.2%
86,2018-04-09,19.27%
87,2018-04-02,-16.48%
88,2018-03-26,-2.93%
89,2018-03-19,-13.74%
90,2018-03-12,3.33%
91,2018-03-05,-6.47%
92,2018-02-26,-4.05%
93,2018-02-19,19.46%
94,2018-02-12,-22.71%
95,2018-02-05,-0.39%
96,2018-01-29,4.31%
97,2018-01-22,23.77%
98,2018-01-15,-28.49%
0,2018-01-08,
1,2020-11-09,30.18%
2,2020-11-02,-28.13%
3,2020-10-26,-6.91%
4,2020-10-19,24.33%
5,2020-10-12,-9.55%
6,2020-10-05,2.75%
7,2020-09-28,0.94%
8,2020-09-21,-19.52%
9,2020-09-14,-9.56%
10,2020-09-07,9.82%
11,2020-08-31,10.08%
12,2020-08-24,1.35%
13,2020-08-17,4.09%
14,2020-08-10,-4.74%
15,2020-08-03,-5.88%
16,2020-07-27,-11.11%
17,2020-07-20,11.15%
18,2020-07-13,9.52%
19,2020-07-06,-27.75%
20,2020-06-29,11.24%
21,2020-06-22,6.33%
22,2020-06-15,1.35%
23,2020-06-08,-1.37%
24,2020-06-01,-9.46%
25,2020-05-25,-21.4%
26,2020-05-18,22.37%
27,2020-05-11,15.28%
28,2020-05-04,-13.4%
29,2020-04-27,12.27%
30,2020-04-20,-19.17%
31,2020-04-13,-21.3%
32,2020-04-06,16.85%
33,2020-03-30,3.02%
34,2020-03-23,4.0%
35,2020-03-16,-17.59%
36,2020-03-09,-11.81%
37,2020-03-02,19.72%
38,2020-02-24,11.84%
39,2020-02-17,-4.98%
40,2020-02-10,-6.16%
41,2020-02-03,-23.21%
42,2020-01-27,-5.07%
43,2020-01-20,
44,2019-12-16,25.1%
45,2019-12-09,6.6%
46,2019-12-02,-11.41%
47,2019-11-25,-32.2%
48,2019-11-18,4.8%
49,2019-11-11,
50,2019-09-16,22.57%
51,2019-09-09,-21.14%
52,2019-09-02,13.68%
53,2019-08-26,-2.73%
54,2019-08-19,-26.6%
55,2019-08-12,20.59%
56,2019-08-05,-41.8%
57,2019-07-29,12.31%
58,2019-07-22,25.53%
59,2019-07-15,
60,2019-02-25,0.35%
61,2019-02-18,16.61%
62,2019-02-11,-16.1%
63,2019-02-04,-3.65%
64,2019-01-28,
65,2019-01-14,-7.02%
66,2019-01-07,-5.74%
67,2018-12-31,26.36%
68,2018-12-24,-35.26%
69,2018-12-17,12.45%
70,2018-12-10,13.78%
71,2018-12-03,-0.52%
72,2018-11-26,-15.38%
73,2018-11-19,-20.44%
74,2018-11-12,-2.58%
75,2018-11-05,21.22%
76,2018-10-29,-3.2%
77,2018-10-22,-5.31%
78,2018-10-15,-6.72%
79,2018-10-08,14.96%
80,2018-10-01,-15.74%
81,2018-09-24,12.0%
82,2018-09-17,-28.64%
83,2018-09-10,2.83%
84,2018-09-03,18.18%
85,2018-08-27,-26.67%
86,2018-08-20,18.6%
87,2018-08-13,2.16%
88,2018-08-06,-16.74%
89,2018-07-30,25.66%
90,2018-07-23,-37.56%
91,2018-07-16,22.14%
92,2018-07-09,-22.27%
93,2018-07-02,6.59%
94,2018-06-25,16.18%
95,2018-06-18,-17.33%
96,2018-06-11,-5.91%
97,2018-06-04,5.18%
98,2018-05-28,2.94%
99,2018-05-21,-5.63%
100,2018-05-14,-8.61%
101,2018-05-07,-8.68%
102,2018-04-30,15.28%
103,2018-04-23,-6.97%
104,2018-04-16,11.11%
105,2018-04-09,-4.31%
106,2018-04-02,12.81%
107,2018-03-26,-18.01%
108,2018-03-19,-1.61%
109,2018-03-12,-12.65%
110,2018-03-05,12.63%
111,2018-02-26,-10.84%
112,2018-02-19,4.71%
113,2018-02-12,3.04%
114,2018-02-05,19.61%
115,2018-01-29,-38.05%
116,2018-01-22,33.22%
117,2018-01-15,-14.81%
118,2018-01-08,-5.99%
119,2018-01-01,-15.22%
120,2017-12-25,10.19%
121,2017-12-18,-1.26%
122,2017-12-11,-11.62%
123,2017-12-04,-1.49%
0,2017-11-27,
1,2020-11-09,0.74%
2,2020-11-02,13.7%
3,2020-10-26,6.01%
4,2020-10-19,-32.42%
5,2020-10-12,13.79%
6,2020-10-05,-19.6%
7,2020-09-28,24.08%
8,2020-09-21,-19.38%
9,2020-09-14,13.65%
10,2020-09-07,-18.8%
11,2020-08-31,6.83%
12,2020-08-24,18.92%
13,2020-08-17,2.38%
14,2020-08-10,-8.29%
15,2020-08-03,-2.7%
16,2020-07-27,-6.14%
17,2020-07-20,11.16%
18,2020-07-13,-1.86%
19,2020-07-06,
20,2020-06-22,
21,2020-06-08,
22,2020-05-18,-7.32%
23,2020-05-11,7.58%
24,2020-05-04,-8.61%
25,2020-04-27,
26,2020-04-06,-15.38%
27,2020-03-30,-15.24%
28,2020-03-23,10.74%
29,2020-03-16,18.52%
30,2020-03-09,-42.05%
31,2020-03-02,25.2%
32,2020-02-24,-16.58%
33,2020-02-17,4.59%
34,2020-02-10,9.13%
35,2020-02-03,-30.16%
36,2020-01-27,13.41%
37,2020-01-20,
38,2019-12-16,-10.45%
39,2019-12-09,-4.95%
40,2019-12-02,-14.59%
41,2019-11-25,10.86%
42,2019-11-18,21.85%
43,2019-11-11,
44,2019-09-16,10.55%
45,2019-09-09,-2.18%
46,2019-09-02,9.4%
47,2019-08-26,9.43%
48,2019-08-19,-23.44%
49,2019-08-12,-8.44%
50,2019-08-05,13.23%
51,2019-07-29,8.97%
52,2019-07-22,5.91%
53,2019-07-15,
54,2019-02-18,17.06%
55,2019-02-11,-1.23%
56,2019-02-04,3.66%
57,2019-01-28,0.42%
58,2019-01-21,-14.41%
59,2019-01-14,20.37%
60,2019-01-07,-31.63%
61,2018-12-31,2.83%
62,2018-12-24,22.18%
63,2018-12-17,
64,2018-12-03,26.96%
65,2018-11-26,4.67%
66,2018-11-19,-19.61%
67,2018-11-12,-2.87%
68,2018-11-05,10.76%
69,2018-10-29,-3.57%
70,2018-10-22,-12.5%
71,2018-10-15,3.83%
72,2018-10-08,-4.38%
73,2018-10-01,16.41%
74,2018-09-24,-3.65%
75,2018-09-17,-15.86%
76,2018-09-10,22.05%
77,2018-09-03,-43.41%
78,2018-08-27,20.07%
79,2018-08-20,-26.38%
80,2018-08-13,0.0%
81,2018-08-06,30.3%
82,2018-07-30,0.0%
83,2018-07-23,-16.91%
84,2018-07-16,1.65%
85,2018-07-09,-3.78%
86,2018-07-02,14.98%
87,2018-06-25,-19.52%
88,2018-06-18,10.76%
89,2018-06-11,-20.54%
90,2018-06-04,10.74%
91,2018-05-28,-14.52%
92,2018-05-21,-1.09%
93,2018-05-14,16.49%
94,2018-05-07,0.86%
95,2018-04-30,7.79%
96,2018-04-23,-36.15%
97,2018-04-16,13.45%
98,2018-04-09,-4.78%
99,2018-04-02,8.75%
100,2018-03-26,10.42%
101,2018-03-19,8.84%
102,2018-03-12,-29.59%
103,2018-03-05,14.57%
104,2018-02-26,-16.13%
105,2018-02-19,9.92%
106,2018-02-12,-11.89%
107,2018-02-05,-9.45%
108,2018-01-29,6.47%
109,2018-01-22,8.08%
110,2018-01-15,-0.84%
111,2018-01-08,-4.56%
112,2018-01-01,22.62%
113,2017-12-25,-13.33%
114,2017-12-18,-24.89%
115,2017-12-11,20.65%
116,2017-12-04,-29.22%
0,2017-11-27,
1,2020-11-09,15.96%
2,2020-11-02,
3,2020-10-19,-35.63%
4,2020-10-12,14.41%
5,2020-10-05,-35.64%
6,2020-09-28,25.18%
7,2020-09-21,
8,2020-08-31,15.0%
9,2020-08-24,7.98%
10,2020-08-17,0.91%
11,2020-08-10,1.84%
12,2020-08-03,-30.99%
13,2020-07-27,32.26%
14,2020-07-20,1.06%
15,2020-07-13,-23.53%
16,2020-07-06,-22.51%
17,2020-06-29,30.39%
18,2020-06-22,-35.53%
19,2020-06-15,-5.24%
20,2020-06-08,6.41%
21,2020-06-01,17.11%
22,2020-05-25,-0.92%
23,2020-05-18,
24,2020-04-27,-4.74%
25,2020-04-20,26.42%
26,2020-04-13,
27,2020-03-30,2.79%
28,2020-03-23,16.8%
29,2020-03-16,
30,2020-02-10,4.71%
31,2020-02-03,26.34%
32,2020-01-27,
33,2019-11-18,-32.32%
34,2019-11-11,31.3%
35,2019-11-04,-42.22%
36,2019-10-28,29.3%
37,2019-10-21,-18.23%
38,2019-10-14,-8.41%
39,2019-10-07,5.6%
40,2019-09-30,-43.84%
41,2019-09-23,0.95%
42,2019-09-16,19.55%
43,2019-09-09,-3.98%
44,2019-09-02,6.9%
45,2019-08-26,-4.94%
46,2019-08-19,-5.49%
47,2019-08-12,6.32%
48,2019-08-05,11.11%
49,2019-07-29,19.64%
50,2019-07-22,
51,2019-07-08,-11.39%
52,2019-07-01,12.88%
53,2019-06-24,4.35%
54,2019-06-17,-2.27%
55,2019-06-10,-0.89%
56,2019-06-03,-4.85%
57,2019-05-27,-8.4%
58,2019-05-20,7.75%
59,2019-05-13,20.17%
60,2019-05-06,-36.32%
61,2019-04-29,15.83%
62,2019-04-22,-20.18%
63,2019-04-15,17.56%
64,2019-04-08,-6.48%
65,2019-04-01,-9.57%
66,2019-03-25,13.49%
67,2019-03-18,3.67%
68,2019-03-11,-0.95%
69,2019-03-04,-2.83%
70,2019-02-25,-27.52%
71,2019-02-18,-8.99%
72,2019-02-11,25.74%
73,2019-02-04,-24.0%
74,2019-01-28,1.43%
75,2019-01-21,16.73%
76,2019-01-14,-5.68%
77,2019-01-07,-11.57%
78,2018-12-31,18.15%
79,2018-12-24,-15.38%
80,2018-12-17,
81,2018-11-05,
82,2018-05-21,17.55%
83,2018-05-14,-13.65%
84,2018-05-07,16.25%
85,2018-04-30,-8.86%
86,2018-04-23,5.81%
87,2018-04-16,-5.76%
88,2018-04-09,12.84%
89,2018-04-02,1.79%
90,2018-03-26,-30.45%
91,2018-03-19,20.56%
92,2018-03-12,-32.46%
93,2018-03-05,31.46%
94,2018-02-26,-2.42%
95,2018-02-19,-7.08%
96,2018-02-12,12.33%
97,2018-02-05,-2.01%
98,2018-01-29,23.65%
99,2018-01-22,2.58%
100,2018-01-15,-10.6%
101,2018-01-08,11.38%
102,2018-01-01,-2.7%
103,2017-12-25,-13.82%
104,2017-12-18,3.47%
105,2017-12-11,-33.53%
106,2017-12-04,22.42%
0,2017-11-27,
1,2020-11-09,3.85%
2,2020-11-02,2.22%
3,2020-10-26,-21.82%
4,2020-10-19,1.12%
5,2020-10-12,23.77%
6,2020-10-05,-3.47%
7,2020-09-28,-14.83%
8,2020-09-21,24.58%
9,2020-09-14,-62.43%
10,2020-09-07,9.52%
11,2020-08-31,-10.53%
12,2020-08-24,27.55%
13,2020-08-17,-29.11%
14,2020-08-10,36.36%
15,2020-08-03,-8.57%
16,2020-07-27,-11.05%
17,2020-07-20,-19.91%
18,2020-07-13,7.51%
19,2020-07-06,19.23%
20,2020-06-29,-7.94%
21,2020-06-22,4.9%
22,2020-06-15,-8.76%
23,2020-06-08,2.37%
24,2020-06-01,-6.31%
25,2020-05-25,18.72%
26,2020-05-18,-23.03%
27,2020-05-11,18.26%
28,2020-05-04,-34.64%
29,2020-04-27,26.14%
30,2020-04-20,-8.43%
31,2020-04-13,-24.35%
32,2020-04-06,5.83%
33,2020-03-30,22.12%
34,2020-03-23,-45.45%
35,2020-03-16,32.42%
36,2020-03-09,-54.34%
37,2020-03-02,16.48%
38,2020-02-24,15.25%
39,2020-02-17,-12.7%
40,2020-02-10,15.02%
41,2020-02-03,22.1%
42,2020-01-27,-5.67%
43,2020-01-20,-31.54%
44,2020-01-13,
45,2019-10-28,4.25%
46,2019-10-21,-6.45%
47,2019-10-14,-18.94%
48,2019-10-07,
49,2019-09-23,-34.33%
50,2019-09-16,8.89%
51,2019-09-09,9.35%
52,2019-09-02,-17.94%
53,2019-08-26,8.75%
54,2019-08-19,-6.25%
55,2019-08-12,26.67%
56,2019-08-05,-35.83%
57,2019-07-29,20.87%
58,2019-07-22,
59,2019-06-10,1.72%
60,2019-06-03,28.77%
61,2019-05-27,-4.93%
62,2019-05-20,9.39%
63,2019-05-13,4.15%
64,2019-05-06,-21.08%
65,2019-04-29,-22.77%
66,2019-04-22,-4.0%
67,2019-04-15,12.24%
68,2019-04-08,10.36%
69,2019-04-01,-5.78%
70,2019-03-25,-12.61%
71,2019-03-18,20.15%
72,2019-03-11,-23.83%
73,2019-03-04,21.13%
74,2019-02-25,-16.75%
75,2019-02-18,7.38%
76,2019-02-11,0.0%
77,2019-02-04,-12.83%
78,2019-01-28,-22.35%
79,2019-01-21,7.37%
80,2019-01-14,5.54%
81,2019-01-07,23.44%
82,2018-12-31,-21.05%
83,2018-12-24,10.67%
84,2018-12-17,15.49%
85,2018-12-10,-61.78%
86,2018-12-03,8.74%
87,2018-11-26,10.28%
88,2018-11-19,-10.28%
89,2018-11-12,31.18%
90,2018-11-05,
91,2018-10-22,0.8%
92,2018-10-15,-5.26%
93,2018-10-08,14.62%
94,2018-10-01,13.51%
95,2018-09-24,-15.1%
96,2018-09-17,-5.88%
97,2018-09-10,-11.11%
98,2018-09-03,20.77%
99,2018-08-27,-23.79%
100,2018-08-20,17.65%
101,2018-08-13,-14.29%
102,2018-08-06,13.33%
103,2018-07-30,8.65%
104,2018-07-23,-42.63%
105,2018-07-16,3.69%
106,2018-07-09,14.94%
107,2018-07-02,20.27%
108,2018-06-25,6.21%
109,2018-06-18,12.65%
110,2018-06-11,-46.21%
111,2018-06-04,6.13%
112,2018-05-28,
113,2018-04-16,-16.51%
114,2018-04-09,19.29%
115,2018-04-02,-8.78%
116,2018-03-26,-25.56%
117,2018-03-19,19.29%
118,2018-03-12,26.99%
119,2018-03-05,-44.24%
120,2018-02-26,-12.61%
121,2018-02-19,-4.1%
122,2018-02-12,14.34%
123,2018-02-05,15.48%
124,2018-01-29,-16.34%
125,2018-01-22,13.62%
126,2018-01-15,-3.94%
127,2018-01-08,8.53%
128,2018-01-01,-9.33%
129,2017-12-25,-19.91%
130,2017-12-18,2.77%
131,2017-12-11,16.26%
132,2017-12-04,24.76%
0,2017-11-27,
1,2020-11-09,1.27%
2,2020-11-02,23.23%
3,2020-10-26,-7.98%
4,2020-10-19,5.84%
5,2020-10-12,-20.66%
6,2020-10-05,23.63%
7,2020-09-28,-30.04%
8,2020-09-21,1.72%
9,2020-09-14,-0.7%
10,2020-09-07,
11,2020-08-17,-3.66%
12,2020-08-10,-16.08%
13,2020-08-03,10.14%
14,2020-07-27,-23.31%
15,2020-07-20,5.18%
16,2020-07-13,-5.14%
17,2020-07-06,0.92%
18,2020-06-29,13.89%
19,2020-06-22,11.11%
20,2020-06-15,-10.48%
21,2020-06-08,21.17%
22,2020-06-01,-6.48%
23,2020-05-25,-20.0%
24,2020-05-18,2.9%
25,2020-05-11,
26,2020-04-27,13.65%
27,2020-04-20,3.72%
28,2020-04-13,-34.3%
29,2020-04-06,
30,2020-02-17,26.22%
31,2020-02-10,8.06%
32,2020-02-03,-50.52%
33,2020-01-27,24.66%
34,2020-01-20,-30.45%
35,2020-01-13,
36,2019-11-18,-2.12%
37,2019-11-11,
38,2019-10-07,6.47%
39,2019-09-30,-1.04%
40,2019-09-23,
41,2019-09-02,-10.83%
42,2019-08-26,
43,2019-04-01,0.74%
44,2019-03-25,-1.86%
45,2019-03-18,-6.2%
46,2019-03-11,15.46%
47,2019-03-04,4.07%
48,2019-02-25,-0.85%
49,2019-02-18,1.68%
50,2019-02-11,
51,2018-07-09,-34.68%
52,2018-07-02,4.68%
53,2018-06-25,
54,2018-03-19,7.78%
55,2018-03-12,21.25%
56,2018-03-05,
57,2018-02-12,-39.69%
58,2018-02-05,
59,2018-01-22,11.31%
60,2018-01-15,-14.81%
61,2018-01-08,11.47%
0,2018-01-01,
1,2020-11-09,15.0%
2,2020-11-02,-2.14%
3,2020-10-26,20.42%
4,2020-10-19,11.84%
5,2020-10-12,-61.19%
6,2020-10-05,-1.39%
7,2020-09-28,-1.83%
8,2020-09-21,20.63%
9,2020-09-14,
10,2020-08-31,16.67%
11,2020-08-24,0.61%
12,2020-08-17,14.02%
13,2020-08-10,4.96%
14,2020-08-03,-17.16%
15,2020-07-27,-12.1%
16,2020-07-20,-12.5%
17,2020-07-13,-5.56%
18,2020-07-06,44.02%
19,2020-06-29,-29.91%
20,2020-06-22,-25.0%
0,2020-06-15,
1,2020-11-09,-7.04%
2,2020-11-02,13.6%
3,2020-10-26,-10.15%
4,2020-10-19,-28.11%
5,2020-10-12,21.94%
6,2020-10-05,-34.56%
7,2020-09-28,5.48%
8,2020-09-21,10.87%
9,2020-09-14,-23.98%
10,2020-09-07,27.21%
11,2020-08-31,
12,2020-05-04,-15.14%
13,2020-04-27,28.03%
14,2020-04-20,-9.13%
15,2020-04-13,-14.98%
16,2020-04-06,-3.07%
17,2020-03-30,-1.86%
18,2020-03-23,
19,2020-03-09,3.2%
20,2020-03-02,-9.91%
21,2020-02-24,-23.61%
22,2020-02-17,29.51%
23,2020-02-10,-15.76%
24,2020-02-03,-25.53%
25,2020-01-27,25.76%
26,2020-01-20,-33.33%
27,2020-01-13,8.22%
28,2020-01-06,1.12%
29,2019-12-30,19.62%
30,2019-12-23,3.76%
31,2019-12-16,-5.37%
32,2019-12-09,
33,2019-02-11,-15.81%
34,2019-02-04,14.02%
35,2019-01-28,-8.58%
36,2019-01-21,-12.65%
37,2019-01-14,9.12%
38,2019-01-07,-2.7%
39,2018-12-31,21.8%
40,2018-12-24,1.44%
41,2018-12-17,-26.34%
42,2018-12-10,2.7%
43,2018-12-03,-0.4%
44,2018-11-26,-5.93%
45,2018-11-19,
46,2018-11-05,1.79%
47,2018-10-29,23.27%
48,2018-10-22,-28.91%
49,2018-10-15,-4.04%
50,2018-10-08,25.8%
51,2018-10-01,3.33%
52,2018-09-24,
53,2018-03-19,-5.93%
54,2018-03-12,22.73%
55,2018-03-05,-28.05%
56,2018-02-26,17.31%
57,2018-02-19,-0.43%
58,2018-02-12,-0.85%
59,2018-02-05,-23.63%
60,2018-01-29,16.38%
61,2018-01-22,-18.78%
62,2018-01-15,20.96%
63,2018-01-08,
64,2017-12-25,9.52%
65,2017-12-18,-3.64%
66,2017-12-11,3.91%
0,2017-12-04,
1,2020-11-09,22.27%
2,2020-11-02,-16.67%
3,2020-10-26,9.82%
4,2020-10-19,4.95%
5,2020-10-12,-20.83%
6,2020-10-05,2.16%
7,2020-09-28,22.47%
8,2020-09-21,
9,2020-08-24,-62.18%
10,2020-08-17,-1.19%
11,2020-08-10,26.95%
12,2020-08-03,-21.93%
13,2020-07-27,13.16%
14,2020-07-20,1.52%
15,2020-07-13,-30.77%
16,2020-07-06,-4.71%
17,2020-06-29,34.46%
18,2020-06-22,-48.0%
19,2020-06-15,6.95%
20,2020-06-08,22.41%
21,2020-06-01,-9.63%
22,2020-05-25,-14.15%
23,2020-05-18,19.23%
24,2020-05-11,-17.46%
25,2020-05-04,-4.5%
26,2020-04-27,12.5%
27,2020-04-20,-11.33%
28,2020-04-13,11.95%
29,2020-04-06,-7.54%
30,2020-03-30,4.67%
31,2020-03-23,-0.49%
32,2020-03-16,-27.32%
33,2020-03-09,29.12%
34,2020-03-02,-38.38%
35,2020-02-24,30.08%
36,2020-02-17,-48.04%
37,2020-02-10,12.45%
38,2020-02-03,18.53%
39,2020-01-27,-5.29%
40,2020-01-20,-19.1%
41,2020-01-13,1.27%
42,2020-01-06,1.71%
43,2019-12-30,10.43%
44,2019-12-23,-3.88%
0,2019-12-16,
1,2020-11-09,1.68%
2,2020-11-02,-8.12%
3,2020-10-26,28.46%
4,2020-10-19,14.36%
5,2020-10-12,-17.42%
6,2020-10-05,-30.22%
7,2020-09-28,17.3%
8,2020-09-21,
9,2020-09-07,-13.71%
10,2020-08-31,-1.79%
11,2020-08-24,4.39%
12,2020-08-17,-15.6%
13,2020-08-10,11.51%
14,2020-08-03,0.9%
15,2020-07-27,-8.14%
16,2020-07-20,7.11%
17,2020-07-13,
18,2020-03-16,-12.9%
19,2020-03-09,26.94%
20,2020-03-02,-1.12%
21,2020-02-24,-43.65%
22,2020-02-17,12.69%
23,2020-02-10,4.85%
24,2020-02-03,11.57%
25,2020-01-27,-25.65%
26,2020-01-20,-11.25%
27,2020-01-13,4.12%
28,2020-01-06,22.66%
29,2019-12-30,7.58%
0,2019-12-23,
1,2020-11-09,-17.24%
2,2020-11-02,23.04%
3,2020-10-26,-2.55%
4,2020-10-19,-0.62%
5,2020-10-12,4.32%
6,2020-10-05,-2.58%
7,2020-09-28,-10.06%
8,2020-09-21,-21.71%
9,2020-09-14,24.41%
10,2020-09-07,-47.2%
11,2020-08-31,40.93%
12,2020-08-24,-64.29%
13,2020-08-17,28.7%
14,2020-08-10,-5.49%
15,2020-08-03,2.31%
16,2020-07-27,-0.59%
17,2020-07-20,13.53%
18,2020-07-13,-17.69%
19,2020-07-06,10.98%
20,2020-06-29,-11.04%
21,2020-06-22,-2.92%
22,2020-06-15,-27.84%
23,2020-06-08,30.67%
24,2020-06-01,0.64%
25,2020-05-25,5.16%
26,2020-05-18,-52.38%
27,2020-05-11,0.45%
28,2020-05-04,6.73%
29,2020-04-27,16.35%
30,2020-04-20,-35.06%
31,2020-04-13,15.32%
32,2020-04-06,
33,2020-03-23,-24.0%
34,2020-03-16,-5.99%
35,2020-03-09,33.48%
36,2020-03-02,-5.23%
37,2020-02-24,5.59%
38,2020-02-17,-53.95%
39,2020-02-10,20.94%
40,2020-02-03,21.08%
41,2020-01-27,-2.05%
42,2020-01-20,-12.75%
43,2020-01-13,7.74%
44,2020-01-06,-8.39%
45,2019-12-30,-36.31%
46,2019-12-23,30.13%
47,2019-12-16,6.88%
48,2019-12-09,-16.78%
49,2019-12-02,-2.87%
50,2019-11-25,-18.44%
51,2019-11-18,31.13%
52,2019-11-11,-52.05%
53,2019-11-04,-8.11%
54,2019-10-28,25.83%
55,2019-10-21,-7.87%
56,2019-10-14,-20.83%
57,2019-10-07,-3.02%
58,2019-09-30,23.01%
59,2019-09-23,-47.28%
60,2019-09-16,27.68%
61,2019-09-09,
62,2019-07-08,-27.42%
63,2019-07-01,21.52%
64,2019-06-24,-42.47%
65,2019-06-17,4.53%
66,2019-06-10,1.58%
67,2019-06-03,24.1%
68,2019-05-27,0.0%
69,2019-05-20,-34.39%
70,2019-05-13,25.98%
71,2019-05-06,-34.57%
72,2019-04-29,8.7%
73,2019-04-22,22.08%
74,2019-04-15,-6.11%
75,2019-04-08,8.9%
76,2019-04-01,-50.0%
77,2019-03-25,16.86%
78,2019-03-18,-23.04%
79,2019-03-11,12.73%
80,2019-03-04,-11.59%
81,2019-02-25,31.15%
82,2019-02-18,-42.46%
83,2019-02-11,20.0%
84,2019-02-04,-4.9%
85,2019-01-28,11.21%
86,2019-01-21,-8.42%
87,2019-01-14,17.48%
88,2019-01-07,-21.18%
89,2018-12-31,-23.79%
90,2018-12-24,5.88%
91,2018-12-17,29.17%
92,2018-12-10,-5.88%
93,2018-12-03,1.11%
94,2018-11-26,-15.17%
95,2018-11-19,
96,2018-11-05,33.47%
97,2018-10-29,-56.44%
98,2018-10-22,4.71%
99,2018-10-15,4.12%
100,2018-10-08,31.33%
101,2018-10-01,-49.38%
102,2018-09-24,30.96%
103,2018-09-17,3.03%
104,2018-09-10,-46.88%
105,2018-09-03,-5.53%
106,2018-08-27,32.66%
107,2018-08-20,-8.38%
108,2018-08-13,-38.67%
109,2018-08-06,31.87%
110,2018-07-30,-19.3%
111,2018-07-23,9.8%
112,2018-07-16,-20.11%
113,2018-07-09,-14.03%
114,2018-07-02,-1.98%
115,2018-06-25,28.02%
116,2018-06-18,-33.51%
117,2018-06-11,35.22%
118,2018-06-04,0.0%
119,2018-05-28,-21.25%
120,2018-05-21,-25.26%
121,2018-05-14,13.99%
122,2018-05-07,2.87%
123,2018-04-30,-11.82%
124,2018-04-23,18.06%
125,2018-04-16,-0.54%
126,2018-04-09,-23.53%
127,2018-04-02,2.6%
128,2018-03-26,-3.11%
129,2018-03-19,3.02%
130,2018-03-12,-0.44%
131,2018-03-05,-12.39%
132,2018-02-26,33.07%
133,2018-02-19,-32.94%
134,2018-02-12,15.04%
135,2018-02-05,-2.6%
136,2018-01-29,0.51%
137,2018-01-22,16.33%
138,2018-01-15,-55.49%
139,2018-01-08,1.18%
140,2018-01-01,12.7%
141,2017-12-25,13.18%
142,2017-12-18,-17.28%
143,2017-12-11,-24.11%
144,2017-12-04,19.06%
0,2017-11-27,
1,2020-11-09,-53.66%
2,2020-11-02,34.52%
3,2020-10-26,-30.91%
4,2020-10-19,11.11%
